EmployeeNumber,Age,Gender,MaritalStatus,Department,JobRole,JobLevel,MonthlyIncome,DistanceFromHome,YearsAtCompany,TotalWorkingYears,Attrition
1594,36,Male,Married,Research & Development,Laboratory Technician,2,5562,6,3,9,No
1595,42,Male,Single,Research & Development,Manager,5,19613,9,1,24,No
1596,35,Male,Married,Research & Development,Laboratory Technician,2,3407,28,10,10,No
1597,34,Male,Married,Research & Development,Healthcare Representative,2,5063,10,8,8,No
1598,40,Female,Married,Sales,Sales Executive,2,4639,14,5,5,No
1599,43,Male,Divorced,Research & Development,Laboratory Technician,1,4876,27,6,8,No
1601,35,Male,Married,Research & Development,Laboratory Technician,1,2690,7,1,1,No
1602,46,Male,Single,Sales,Manager,4,17567,1,26,27,No
1604,28,Male,Married,Research & Development,Laboratory Technician,1,2408,24,1,1,Yes
1605,22,Female,Married,Research & Development,Research Scientist,1,2814,26,4,4,No
1606,50,Male,Married,Research & Development,Healthcare Representative,4,11245,20,30,32,No
1607,32,Female,Married,Research & Development,Research Scientist,1,3312,5,3,6,No
1608,44,Female,Divorced,Research & Development,Research Director,5,19049,7,22,23,No
1609,30,Male,Married,Research & Development,Research Scientist,1,2141,7,6,6,No
1611,45,Female,Single,Research & Development,Laboratory Technician,2,5769,5,10,10,No
1612,45,Male,Married,Sales,Sales Executive,2,4385,26,10,10,No
1613,31,Male,Single,Sales,Sales Executive,2,5332,2,5,10,No
1614,36,Female,Married,Research & Development,Manufacturing Director,2,4663,12,3,7,No
1615,34,Male,Divorced,Research & Development,Manufacturing Director,2,4724,10,9,9,No
1617,49,Female,Married,Research & Development,Laboratory Technician,1,3211,25,9,10,No
1618,39,Male,Married,Research & Development,Manufacturing Director,2,5377,10,7,10,No
1619,27,Male,Divorced,Research & Development,Laboratory Technician,1,4066,19,7,7,No
1621,35,Male,Married,Research & Development,Research Scientist,2,5208,18,16,16,No
1622,28,Female,Divorced,Research & Development,Manufacturing Director,2,4877,27,5,6,No
1623,21,Male,Single,Research & Development,Research Scientist,1,3117,5,2,3,No
1624,18,Female,Single,Sales,Sales Representative,1,1569,3,0,0,Yes
1625,47,Female,Married,Human Resources,Manager,5,19658,26,5,27,No
1627,39,Male,Divorced,Research & Development,Laboratory Technician,2,3069,3,10,11,No
1628,40,Female,Married,Research & Development,Manufacturing Director,3,10435,15,18,18,No
1630,35,Female,Married,Research & Development,Healthcare Representative,2,4148,8,14,15,No
1631,37,Male,Married,Research & Development,Manufacturing Director,2,5768,19,4,9,No
1633,39,Female,Single,Research & Development,Manufacturing Director,2,5042,4,9,10,No
1635,45,Female,Divorced,Research & Development,Manufacturing Director,2,5770,2,10,10,No
1638,38,Female,Married,Research & Development,Manufacturing Director,3,7756,2,5,10,No
1639,35,Male,Married,Sales,Sales Executive,3,10306,10,13,15,Yes
1640,37,Female,Married,Research & Development,Research Scientist,1,3936,10,8,8,No
1641,40,Female,Single,Research & Development,Manufacturing Director,3,7945,16,4,18,No
1642,44,Male,Married,Human Resources,Human Resources,2,5743,1,10,14,No
1644,48,Male,Married,Research & Development,Manager,4,15202,4,2,23,No
1645,35,Male,Divorced,Sales,Sales Executive,2,5440,15,2,7,Yes
1646,24,Female,Single,Research & Development,Research Scientist,1,3760,2,6,6,No
1647,27,Female,Married,Research & Development,Research Scientist,1,3517,8,3,5,No
1648,27,Male,Single,Research & Development,Research Scientist,1,2580,2,4,6,No
1649,40,Male,Single,Research & Development,Laboratory Technician,1,2166,7,4,10,Yes
1650,29,Male,Single,Sales,Sales Executive,2,5869,10,5,8,No
1651,36,Female,Married,Research & Development,Healthcare Representative,3,8008,5,3,9,No
1653,25,Male,Divorced,Research & Development,Manufacturing Director,2,5206,2,7,7,No
1654,39,Male,Married,Research & Development,Manufacturing Director,2,5295,12,5,7,No
1655,49,Female,Married,Research & Development,Research Director,4,16413,22,4,27,No
1656,50,Female,Divorced,Research & Development,Research Director,3,13269,17,14,19,No
1657,20,Female,Single,Sales,Sales Representative,1,2783,2,2,2,No
1658,34,Female,Divorced,Research & Development,Research Scientist,2,5433,3,11,11,No
1659,36,Male,Single,Research & Development,Laboratory Technician,1,2013,7,4,15,No
1661,49,Female,Married,Research & Development,Healthcare Representative,4,13966,6,15,30,No
1662,36,Female,Married,Research & Development,Manufacturing Director,2,4374,1,3,4,No
1664,36,Male,Divorced,Research & Development,Healthcare Representative,2,6842,3,5,13,No
1665,54,Female,Married,Research & Development,Manager,4,17426,22,10,36,No
1666,43,Male,Married,Research & Development,Research Director,4,17603,15,14,14,No
1667,35,Male,Single,Sales,Sales Executive,2,4581,12,11,13,Yes
1668,38,Male,Married,Research & Development,Research Scientist,2,4735,1,13,19,No
1669,29,Male,Divorced,Sales,Sales Executive,2,4187,5,10,10,No
1670,33,Male,Divorced,Sales,Sales Executive,2,5505,2,6,6,No
1671,32,Male,Divorced,Research & Development,Research Scientist,2,5470,2,9,10,No
1673,31,Female,Married,Sales,Sales Executive,2,5476,5,10,10,No
1674,49,Female,Divorced,Research & Development,Laboratory Technician,1,2587,16,2,17,No
1675,38,Female,Single,Research & Development,Laboratory Technician,1,2440,2,4,4,No
1676,47,Female,Divorced,Sales,Manager,4,15972,2,3,29,No
1677,49,Male,Single,Research & Development,Manager,4,15379,1,8,23,No
1678,41,Male,Single,Sales,Sales Executive,3,7082,23,2,21,No
1680,20,Male,Single,Sales,Sales Representative,1,2728,9,2,2,No
1681,33,Female,Divorced,Sales,Sales Executive,2,5368,16,6,7,No
1682,36,Male,Married,Research & Development,Healthcare Representative,2,5347,26,3,10,No
1683,44,Female,Divorced,Human Resources,Human Resources,1,3195,1,2,8,No
1684,23,Male,Single,Research & Development,Laboratory Technician,1,3989,8,5,5,Yes
1687,38,Female,Married,Research & Development,Laboratory Technician,1,3306,4,0,7,No
1689,53,Male,Married,Research & Development,Healthcare Representative,3,7005,24,4,11,No
1691,48,Female,Married,Sales,Sales Representative,1,2655,7,9,19,Yes
1692,32,Male,Single,Research & Development,Laboratory Technician,1,1393,2,1,1,Yes
1693,26,Male,Single,Research & Development,Laboratory Technician,1,2570,7,7,7,No
1694,55,Male,Divorced,Research & Development,Research Scientist,1,3537,22,4,8,No
1696,34,Male,Married,Research & Development,Laboratory Technician,2,3986,5,15,15,No
1697,60,Male,Divorced,Research & Development,Healthcare Representative,3,10883,1,1,19,No
1698,33,Male,Married,Research & Development,Laboratory Technician,1,2028,21,14,14,No
1700,37,Male,Divorced,Sales,Sales Executive,2,9525,1,6,6,No
1701,34,Female,Married,Research & Development,Research Scientist,1,2929,19,10,10,No
1702,23,Male,Divorced,Sales,Sales Representative,1,2275,7,3,3,Yes
1703,44,Female,Married,Research & Development,Healthcare Representative,3,7879,2,8,9,No
1704,35,Male,Single,Research & Development,Research Scientist,1,4930,2,5,6,No
1706,43,Male,Married,Sales,Sales Executive,2,7847,2,10,10,No
1707,24,Male,Married,Research & Development,Research Scientist,1,4401,9,5,5,No
1708,41,Male,Single,Sales,Sales Executive,3,9241,6,10,10,No
1709,29,Female,Married,Research & Development,Laboratory Technician,1,2974,9,5,9,No
1710,36,Female,Single,Sales,Sales Representative,2,4502,2,13,17,No
1712,45,Male,Married,Research & Development,Healthcare Representative,3,10748,1,23,25,No
1714,24,Male,Married,Human Resources,Human Resources,1,1555,22,1,1,Yes
1716,47,Male,Married,Sales,Sales Executive,4,12936,9,23,25,Yes
1718,26,Male,Married,Research & Development,Laboratory Technician,1,2305,17,3,3,No
1719,45,Female,Single,Research & Development,Research Director,4,16704,28,21,21,No
1720,32,Male,Married,Research & Development,Research Scientist,1,3433,10,5,10,No
1721,31,Male,Married,Research & Development,Laboratory Technician,1,3477,2,5,6,No
1722,41,Male,Married,Human Resources,Human Resources,2,6430,4,3,10,No
1724,40,Female,Married,Research & Development,Manufacturing Director,2,6516,8,1,18,No
1725,24,Male,Divorced,Research & Development,Laboratory Technician,1,3907,29,6,6,No
1727,46,Male,Single,Research & Development,Healthcare Representative,2,5562,13,10,19,No
1728,35,Male,Married,Research & Development,Manufacturing Director,2,6883,27,7,17,No
1729,30,Male,Married,Research & Development,Research Scientist,1,2862,16,10,10,No
1731,47,Male,Married,Sales,Sales Executive,2,4978,2,1,4,No
1732,46,Male,Divorced,Sales,Sales Executive,3,10368,2,10,13,No
1733,36,Male,Divorced,Sales,Sales Executive,2,6134,13,2,16,Yes
1734,32,Male,Single,Sales,Sales Executive,2,6735,1,0,10,Yes
1735,23,Female,Single,Research & Development,Laboratory Technician,1,3295,4,3,3,No
1736,31,Female,Single,Research & Development,Manufacturing Director,2,5238,24,5,9,No
1737,39,Male,Married,Research & Development,Laboratory Technician,2,6472,1,9,9,No
1739,32,Male,Married,Sales,Sales Executive,3,9610,19,4,10,No
1740,40,Male,Single,Sales,Manager,5,19833,7,21,21,No
1744,45,Female,Married,Human Resources,Human Resources,3,9756,4,5,9,No
1745,30,Female,Single,Research & Development,Research Scientist,1,4968,2,9,10,No
1746,24,Male,Married,Human Resources,Human Resources,1,2145,10,2,3,No
1747,30,Female,Divorced,Human Resources,Human Resources,1,2180,8,4,6,Yes
1749,31,Male,Married,Sales,Sales Executive,2,8346,5,5,6,No
1751,27,Female,Single,Research & Development,Research Scientist,1,3445,8,6,6,No
1752,29,Female,Single,Sales,Sales Representative,1,2760,9,2,2,Yes
1753,29,Male,Single,Research & Development,Healthcare Representative,2,6294,1,3,10,No
1754,30,Male,Divorced,Sales,Sales Executive,3,7140,15,7,12,No
1755,34,Male,Married,Research & Development,Research Scientist,1,2932,2,5,6,No
1756,33,Female,Single,Sales,Sales Executive,2,5147,2,11,13,No
1757,49,Female,Single,Sales,Sales Executive,2,4507,11,5,8,No
1758,33,Female,Single,Sales,Sales Executive,3,8564,16,0,11,Yes
1760,38,Female,Married,Research & Development,Laboratory Technician,1,2468,2,6,9,No
1761,31,Male,Married,Sales,Sales Executive,3,8161,16,1,10,Yes
1762,29,Female,Divorced,Research & Development,Research Scientist,1,2109,4,1,1,No
1763,30,Male,Married,Research & Development,Healthcare Representative,2,5294,16,7,10,No
1764,32,Male,Single,Research & Development,Research Scientist,1,2718,5,7,12,No
1766,38,Male,Married,Research & Development,Healthcare Representative,2,5811,18,1,15,No
1767,43,Male,Married,Research & Development,Research Scientist,1,2437,17,1,6,Yes
1768,42,Male,Divorced,Research & Development,Laboratory Technician,1,2766,12,5,7,No
1770,55,Male,Married,Research & Development,Research Director,5,19038,2,1,34,No
1771,33,Male,Divorced,Research & Development,Research Scientist,2,3055,4,9,11,No
1772,41,Male,Divorced,Research & Development,Laboratory Technician,1,2289,9,5,5,No
1774,34,Male,Divorced,Sales,Sales Executive,2,4001,10,15,15,No
1775,53,Female,Married,Research & Development,Manufacturing Director,4,12965,1,3,27,No
1778,43,Male,Single,Human Resources,Human Resources,1,3539,2,9,10,No
1779,34,Female,Single,Sales,Sales Executive,2,6029,3,2,6,No
1780,21,Male,Single,Sales,Sales Representative,1,2679,7,1,1,Yes
1782,38,Female,Married,Research & Development,Laboratory Technician,1,3702,6,5,5,No
1783,22,Female,Married,Research & Development,Laboratory Technician,1,2398,8,1,1,Yes
1784,31,Female,Married,Sales,Sales Executive,2,5468,29,12,13,No
1786,51,Female,Married,Research & Development,Manager,3,13116,3,2,15,No
1787,37,Male,Married,Sales,Sales Executive,2,4189,9,5,5,No
1789,46,Male,Divorced,Research & Development,Research Director,5,19328,2,2,24,No
1790,36,Male,Married,Research & Development,Healthcare Representative,3,8321,10,12,15,No
1792,44,Male,Divorced,Research & Development,Research Scientist,1,2342,1,5,6,Yes
1794,37,Male,Divorced,Human Resources,Human Resources,2,4071,8,10,19,No
1797,35,Male,Single,Sales,Sales Executive,2,5813,27,10,10,Yes
1798,33,Male,Married,Research & Development,Research Scientist,1,3143,8,10,14,No
1799,28,Male,Married,Research & Development,Research Scientist,1,2044,1,5,5,No
1800,39,Male,Single,Research & Development,Research Director,3,13464,10,4,9,No
1801,46,Male,Single,Sales,Sales Executive,2,7991,26,2,6,No
1802,40,Female,Married,Research & Development,Laboratory Technician,1,3377,2,4,7,No
1803,42,Male,Married,Research & Development,Healthcare Representative,2,5538,13,0,10,No
1804,35,Male,Divorced,Research & Development,Manufacturing Director,2,5762,2,7,15,No
1805,38,Male,Divorced,Human Resources,Human Resources,1,2592,2,11,13,No
1807,34,Male,Married,Research & Development,Laboratory Technician,2,5346,9,7,11,Yes
1809,37,Male,Single,Research & Development,Manufacturing Director,2,4213,10,10,10,Yes
1812,39,Male,Divorced,Sales,Sales Executive,2,4127,20,2,7,No
1813,43,Male,Single,Research & Development,Research Scientist,1,2438,9,3,7,No
1814,41,Male,Single,Research & Development,Healthcare Representative,2,6870,5,3,11,No
1815,41,Female,Divorced,Sales,Sales Executive,3,10447,4,22,23,No
1816,30,Female,Single,Research & Development,Manufacturing Director,3,9667,10,7,9,No
1818,26,Female,Married,Human Resources,Human Resources,1,2148,20,5,6,Yes
1821,46,Female,Married,Research & Development,Healthcare Representative,2,8926,21,9,13,Yes
1822,40,Female,Divorced,Research & Development,Healthcare Representative,2,6513,1,5,12,No
1823,34,Male,Married,Sales,Sales Executive,2,6799,8,10,10,No
1824,58,Male,Divorced,Sales,Manager,4,16291,2,16,37,No
1826,35,Male,Married,Research & Development,Laboratory Technician,1,2705,23,5,6,No
1827,47,Female,Divorced,Research & Development,Manufacturing Director,3,10333,4,22,28,No
1829,40,Female,Divorced,Research & Development,Healthcare Representative,2,4448,12,7,15,No
1830,54,Female,Married,Research & Development,Research Scientist,2,6854,7,7,14,No
1833,31,Female,Married,Sales,Sales Executive,3,9637,7,3,9,No
1834,28,Female,Married,Research & Development,Research Scientist,1,3591,1,3,3,No
1835,38,Female,Married,Sales,Sales Representative,2,5405,2,4,20,No
1836,26,Male,Single,Sales,Sales Executive,2,4684,10,5,5,No
1837,58,Male,Married,Research & Development,Research Director,4,15787,15,2,23,No
1839,18,Female,Single,Research & Development,Research Scientist,1,1514,14,0,0,No
1842,31,Male,Married,Human Resources,Human Resources,1,2956,18,1,2,Yes
1844,29,Male,Divorced,Human Resources,Human Resources,1,2335,13,2,4,Yes
1845,45,Female,Married,Sales,Sales Executive,2,5154,2,8,10,No
1847,36,Female,Married,Research & Development,Research Scientist,2,6962,2,1,15,No
1849,43,Male,Married,Sales,Sales Executive,2,5675,2,7,7,No
1850,27,Female,Single,Research & Development,Laboratory Technician,1,2379,5,5,6,No
1852,29,Male,Married,Research & Development,Laboratory Technician,1,3812,20,11,11,No
1853,32,Male,Single,Sales,Sales Executive,2,4648,10,0,4,No
1854,42,Male,Married,Research & Development,Research Scientist,1,2936,10,6,10,No
1856,47,Female,Single,Research & Development,Laboratory Technician,1,2105,9,2,7,No
1857,46,Male,Divorced,Research & Development,Manufacturing Director,3,8578,2,9,12,No
1858,28,Male,Divorced,Human Resources,Human Resources,1,2706,1,3,3,No
1859,29,Male,Divorced,Research & Development,Healthcare Representative,2,6384,29,7,11,No
1860,42,Male,Single,Research & Development,Laboratory Technician,1,3968,8,0,8,No
1862,32,Male,Single,Sales,Sales Executive,2,9907,2,2,7,Yes
1863,46,Female,Divorced,Sales,Sales Executive,4,13225,3,19,25,No
1864,27,Female,Married,Sales,Sales Representative,2,3540,23,9,9,No
1865,29,Male,Married,Human Resources,Human Resources,1,2804,6,1,1,No
1866,43,Female,Married,Research & Development,Manager,5,19392,6,16,21,No
1867,48,Male,Married,Research & Development,Research Director,5,19665,10,22,29,No
1868,29,Male,Single,Research & Development,Research Scientist,1,2439,24,1,1,Yes
1869,46,Female,Married,Sales,Sales Executive,3,7314,10,8,14,Yes
1870,27,Female,Married,Research & Development,Research Scientist,1,4774,15,7,8,No
1871,39,Male,Divorced,Research & Development,Research Scientist,2,3902,19,2,7,No
1873,55,Male,Married,Research & Development,Research Scientist,1,2662,2,5,19,No
1875,28,Female,Married,Sales,Sales Representative,1,2856,3,1,1,No
1876,30,Male,Single,Sales,Sales Representative,1,1081,9,1,1,Yes
1878,22,Male,Single,Research & Development,Research Scientist,1,2472,7,1,1,Yes
1880,36,Female,Married,Sales,Sales Executive,2,5673,10,10,10,No
1881,31,Male,Divorced,Research & Development,Laboratory Technician,2,4197,20,10,10,No
1882,34,Male,Married,Sales,Sales Executive,3,9713,4,5,9,No
1883,29,Male,Single,Research & Development,Laboratory Technician,1,2062,7,3,11,No
1885,37,Male,Married,Research & Development,Research Scientist,2,4284,7,5,16,No
1886,35,Female,Married,Research & Development,Manufacturing Director,2,4788,16,3,4,No
1888,45,Female,Married,Research & Development,Manufacturing Director,2,5906,25,9,10,No
1890,36,Male,Single,Human Resources,Human Resources,2,3886,2,10,10,No
1892,40,Male,Divorced,Research & Development,Manager,4,16823,1,19,22,No
1893,26,Female,Married,Research & Development,Research Scientist,1,2933,1,1,1,No
1898,27,Female,Single,Sales,Sales Executive,2,6500,2,8,9,No
1900,48,Female,Divorced,Research & Development,Manager,4,17174,22,22,24,No
1903,44,Male,Married,Research & Development,Healthcare Representative,2,5033,1,2,10,No
1905,34,Male,Married,Research & Development,Research Scientist,1,2307,16,5,5,Yes
1907,56,Male,Single,Research & Development,Laboratory Technician,1,2587,24,4,5,Yes
1908,36,Male,Married,Sales,Sales Executive,2,5507,17,4,12,No
1909,41,Female,Married,Sales,Sales Executive,2,4393,8,5,14,No
1911,42,Male,Married,Research & Development,Research Director,3,13348,6,13,18,No
1912,31,Female,Divorced,Sales,Sales Executive,2,6583,10,5,8,No
1915,34,Female,Married,Sales,Sales Executive,2,8103,3,4,9,No
1916,31,Female,Divorced,Research & Development,Laboratory Technician,1,3978,4,2,4,No
1918,26,Male,Married,Research & Development,Laboratory Technician,1,2544,6,7,8,No
1922,45,Male,Single,Research & Development,Healthcare Representative,2,5399,1,4,12,No
1924,33,Male,Single,Sales,Sales Executive,2,5487,10,10,10,No
1927,28,Male,Married,Sales,Sales Executive,2,6834,1,7,7,No
1928,29,Male,Single,Sales,Sales Representative,1,1091,24,1,1,Yes
1929,39,Female,Married,Sales,Sales Executive,2,5736,21,3,10,No
1931,27,Male,Married,Research & Development,Research Scientist,1,2226,2,5,6,No
1932,34,Male,Married,Research & Development,Research Scientist,2,5747,22,15,16,No
1933,28,Female,Single,Sales,Sales Executive,2,9854,13,2,6,Yes
1934,47,Male,Married,Research & Development,Research Scientist,2,5467,14,8,16,No
1935,56,Female,Married,Sales,Sales Executive,2,5380,11,0,6,No
1936,39,Male,Married,Research & Development,Manufacturing Director,2,5151,9,10,10,No
1937,38,Female,Divorced,Research & Development,Research Scientist,2,2133,8,20,20,No
1938,58,Female,Married,Sales,Manager,4,17875,21,1,29,No
1939,32,Female,Single,Research & Development,Research Scientist,1,2432,5,4,8,Yes
1940,38,Male,Divorced,Research & Development,Research Scientist,1,4771,9,5,10,No
1941,49,Male,Married,Research & Development,Research Director,5,19161,2,5,28,No
1943,42,Male,Divorced,Sales,Sales Executive,2,5087,12,0,14,No
1944,27,Female,Married,Human Resources,Human Resources,1,2863,22,1,1,Yes
1945,35,Male,Married,Sales,Sales Executive,2,5561,18,5,6,No
1947,28,Male,Single,Research & Development,Research Scientist,1,2144,16,5,5,No
1948,31,Male,Divorced,Research & Development,Research Scientist,1,3065,3,4,4,No
1949,36,Male,Married,Research & Development,Laboratory Technician,1,2810,9,5,5,No
1950,34,Male,Single,Sales,Sales Executive,3,9888,1,14,14,No
1951,34,Male,Divorced,Sales,Sales Executive,3,8628,13,8,9,No
1952,26,Male,Single,Research & Development,Laboratory Technician,1,2867,1,7,8,No
1954,29,Male,Married,Research & Development,Healthcare Representative,2,5373,1,5,6,No
1955,32,Female,Divorced,Research & Development,Healthcare Representative,2,6667,15,5,9,No
1956,31,Male,Married,Research & Development,Research Scientist,2,5003,1,10,10,No
1960,28,Male,Divorced,Research & Development,Laboratory Technician,1,2367,17,4,6,Yes
1961,38,Male,Single,Sales,Sales Representative,1,2858,1,1,20,No
1962,35,Female,Married,Sales,Sales Executive,2,5204,7,10,10,No
1965,27,Male,Single,Sales,Sales Executive,2,4105,9,7,7,No
1966,32,Male,Single,Research & Development,Manufacturing Director,2,9679,5,1,8,No
1967,31,Male,Married,Sales,Sales Executive,2,5617,26,10,10,Yes
1968,53,Male,Single,Sales,Sales Executive,3,10448,24,2,15,Yes
1969,54,Female,Married,Research & Development,Research Scientist,2,2897,9,4,9,No
1970,33,Male,Divorced,Research & Development,Healthcare Representative,2,5968,7,9,9,No
1971,43,Male,Married,Research & Development,Healthcare Representative,3,7510,11,10,10,No
1972,38,Male,Married,Human Resources,Human Resources,1,2991,1,6,7,No
1973,55,Male,Married,Human Resources,Manager,5,19636,26,10,35,No
1974,31,Female,Divorced,Research & Development,Laboratory Technician,1,1129,2,1,1,No
1975,39,Male,Single,Sales,Sales Executive,4,13341,15,20,21,No
1976,42,Male,Single,Research & Development,Research Scientist,2,4332,23,20,20,No
1979,31,Female,Married,Research & Development,Research Director,3,11031,10,11,13,No
1980,54,Female,Single,Research & Development,Manufacturing Director,2,4440,10,5,9,No
1981,24,Male,Single,Research & Development,Healthcare Representative,2,4617,1,4,4,No
1982,23,Male,Single,Research & Development,Laboratory Technician,1,2647,12,5,5,No
1985,40,Female,Married,Research & Development,Laboratory Technician,2,6323,11,10,10,No
1986,40,Female,Married,Sales,Sales Executive,2,5677,2,11,15,No
1987,25,Female,Married,Human Resources,Human Resources,1,2187,2,2,6,No
1989,30,Male,Married,Research & Development,Laboratory Technician,1,3748,1,12,12,No
1992,25,Male,Divorced,Research & Development,Laboratory Technician,1,3977,2,2,7,No
1993,47,Male,Single,Research & Development,Healthcare Representative,3,8633,25,17,25,No
1994,33,Male,Divorced,Research & Development,Laboratory Technician,1,2008,1,1,1,No
1995,38,Male,Married,Sales,Sales Executive,2,4440,1,15,16,No
1996,31,Male,Married,Sales,Sales Representative,1,3067,2,2,3,No
1997,38,Male,Married,Research & Development,Manufacturing Director,2,5321,6,8,10,No
1998,42,Male,Divorced,Research & Development,Research Scientist,2,5410,18,4,9,No
1999,41,Male,Married,Research & Development,Research Scientist,1,2782,1,5,12,No
2000,47,Female,Married,Research & Development,Research Director,3,11957,1,13,14,No
2003,35,Male,Married,Research & Development,Laboratory Technician,1,2660,11,2,5,No
2007,22,Male,Single,Research & Development,Research Scientist,1,3375,1,3,4,No
2008,35,Male,Single,Research & Development,Research Scientist,2,5098,9,10,10,No
2009,33,Female,Married,Research & Development,Healthcare Representative,2,4878,15,9,10,No
2010,32,Female,Single,Research & Development,Laboratory Technician,1,2837,29,6,6,No
2012,40,Male,Married,Research & Development,Laboratory Technician,1,2406,1,1,8,No
2013,32,Male,Married,Sales,Sales Representative,1,2269,1,2,3,No
2014,39,Male,Single,Research & Development,Research Scientist,2,4108,24,7,18,No
2015,38,Female,Married,Research & Development,Research Director,3,13206,10,18,20,No
2016,32,Female,Married,Sales,Sales Executive,3,10422,1,14,14,No
2017,37,Female,Married,Research & Development,Research Director,3,13744,10,16,16,No
2018,25,Female,Divorced,Sales,Sales Executive,2,4907,8,5,6,No
2019,52,Male,Divorced,Sales,Sales Representative,1,3482,29,9,16,No
2020,44,Male,Single,Research & Development,Research Scientist,1,2436,1,4,6,No
2021,21,Male,Single,Sales,Sales Representative,1,2380,5,2,2,No
2022,39,Male,Single,Research & Development,Manager,5,19431,9,6,21,No
2023,23,Male,Married,Sales,Sales Representative,1,1790,9,1,1,Yes
2024,36,Female,Married,Sales,Sales Executive,3,7644,3,9,10,No
2025,36,Female,Divorced,Research & Development,Manufacturing Director,2,5131,4,4,18,No
2026,56,Male,Divorced,Research & Development,Healthcare Representative,2,6306,1,13,13,No
2027,29,Male,Married,Research & Development,Research Scientist,1,4787,1,2,4,Yes
2031,42,Male,Married,Research & Development,Manager,5,18880,2,22,24,No
2032,56,Male,Married,Research & Development,Laboratory Technician,1,2339,7,10,14,Yes
2034,41,Female,Married,Research & Development,Manufacturing Director,4,13570,28,20,21,No
2035,34,Female,Married,Sales,Sales Executive,2,6712,28,8,8,No
2036,36,Male,Divorced,Sales,Sales Executive,2,5406,15,15,15,No
2037,41,Male,Divorced,Sales,Sales Executive,2,8938,3,5,14,No
2038,32,Male,Single,Research & Development,Research Scientist,1,2439,2,4,4,No
2040,35,Female,Single,Human Resources,Human Resources,3,8837,26,9,9,No
2041,38,Female,Married,Sales,Sales Executive,2,5343,10,10,10,No
2044,50,Male,Divorced,Sales,Sales Executive,2,6728,1,6,12,Yes
2045,36,Female,Married,Sales,Sales Executive,2,6652,11,6,8,No
2046,45,Female,Single,Sales,Sales Executive,2,4850,20,5,8,No
2048,40,Male,Single,Research & Development,Research Scientist,1,2809,2,2,8,No
2049,35,Male,Married,Research & Development,Healthcare Representative,2,5689,18,10,10,No
2051,40,Female,Married,Research & Development,Research Scientist,1,2001,2,5,20,No
2052,35,Female,Married,Research & Development,Research Scientist,1,2977,1,4,4,No
2053,29,Male,Married,Research & Development,Laboratory Technician,2,4025,13,4,10,No
2054,29,Female,Single,Research & Development,Research Scientist,1,3785,28,5,5,No
2055,50,Male,Divorced,Sales,Sales Executive,3,10854,28,3,20,Yes
2056,39,Female,Married,Sales,Sales Executive,4,12031,24,20,21,No
2057,31,Male,Single,Research & Development,Manufacturing Director,2,9936,5,9,10,No
2060,26,Female,Single,Sales,Sales Representative,1,2966,5,4,5,No
2061,36,Male,Married,Research & Development,Laboratory Technician,2,2571,23,5,17,No
2062,39,Male,Married,Research & Development,Healthcare Representative,3,9991,6,7,9,No
2064,27,Male,Married,Research & Development,Manufacturing Director,2,6142,4,6,6,No
2065,49,Male,Married,Sales,Sales Executive,2,5390,2,9,17,No
2068,34,Male,Married,Research & Development,Laboratory Technician,2,4404,8,4,6,No
